YYYYMMDD,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS2M,PRECTOTCORR,YEAR,MO,DY
20180222,2.7607071809667745,15.79829853053578,70.43902186841231,4.245029613013966,0.07714472101178951,2018,2,22
20180223,3.0624876222310977,18.314711241022938,82.28274359676165,4.45512665951898,0.32926200991173055,2018,2,23
20180224,1.9098432830814005,16.865010788994738,74.81603422083157,3.3760773474872545,0.3748414928652545,2018,2,24
20180225,2.615038009239906,17.098608124201622,70.70692515974184,3.185709129747364,0.2018786542816865,2018,2,25
20180226,1.8310717015122735,15.52539699512595,81.09584768635528,4.1666479837253485,0.9070518449477382,2018,2,26
20180227,2.407772290952756,18.296244674909154,64.43089648541545,4.608355077354541,0.7663792107895956,2018,2,27
20180228,3.508543325902944,20.499207514191482,65.26413675842659,3.1604931101040643,0.040668910477837626,2018,2,28
20180301,3.7246675798992506,16.248894975282333,49.168420415709036,4.123326991848066,0.6050883284053008,2018,3,1
20180302,1.6910420146508789,14.41528979882385,77.00847100344497,3.2418141064401147,0.592118764787432,2018,3,2
20180303,3.137252375433817,17.630957466208745,48.19726326166784,4.961984364312476,0.3191845788518067,2018,3,3
20180304,3.773164647400878,17.954585176026136,68.18953011965817,7.256244791641222,0.4751977364642295,2018,3,4
20180305,2.3000813650329457,15.07898972585642,67.4307987089317,3.7375743875391,1.0522002982183472,2018,3,5
20180306,3.3761885270976064,16.404633792346633,56.43570026902047,3.1936698336423204,0.2877025792134531,2018,3,6
20180307,4.58304504237572,22.596348259010597,71.38498586609465,3.0890078545534254,0.07329347438009196,2018,3,7
20180308,3.667958261451762,17.189839379696373,65.42437734325779,3.588531296381004,0.04277826931681375,2018,3,8
20180309,1.581844285670579,16.973128230119045,63.51571613194886,3.3433763545181456,0.614542323090447,2018,3,9
20180310,3.986649742767915,19.390335309304312,53.87049720548295,3.9891428752563707,0.5119133780438484,2018,3,10
20180311,2.045944987047303,18.367669948491795,64.77852238292856,3.175659164251432,0.8684021556554993,2018,3,11
20180312,4.440771381130479,20.680967794426795,63.204224514769855,4.9637499498692375,0.18996115165262126,2018,3,12
20180313,0.0,19.24307196701541,56.69336774086752,4.374373394119289,2.4096741257180314,2018,3,13
20180314,3.0769659828587597,20.189374529858647,71.93078976728995,3.859058907956452,0.6560441725544173,2018,3,14
20180315,4.9269925452451355,21.039884956628466,59.17074457691492,4.277632287537734,0.06625385476116827,2018,3,15
20180316,3.9783769328041725,19.67650271718407,55.9536810728074,3.040442317848528,0.293602837746907,2018,3,16
20180317,4.548652103486134,19.498734320652098,70.7120137677738,3.7115840383404852,0.055291102386293985,2018,3,17
20180318,3.940394509888092,20.419374336114505,39.747939297784896,4.681588686952179,0.43827595330302493,2018,3,18
20180319,5.487430889633475,22.041853738112533,63.206092352559146,4.604058289892151,0.04284777598629376,2018,3,19
20180320,2.1950709411167386,17.804690660378586,70.56449357443435,3.500581270860648,0.5070161243046355,2018,3,20
20180321,2.7568442067646783,18.351920141565834,68.72749124630727,3.413585167728403,0.7410764898055834,2018,3,21
20180322,5.899713049585381,24.005230605724446,67.80073346782751,5.963680528975267,0.0519908652395399,2018,3,22
20180323,4.6027809212980495,21.45830738661395,66.94425148374445,3.3250620639285953,0.2098142619998357,2018,3,23
20180324,4.671062966942616,20.103949322341865,61.88561727884422,3.4429065262112934,0.11271904685697498,2018,3,24
20180325,2.2168421418292916,20.063899480262556,61.07009181742055,3.2247258372334024,0.7014427376287047,2018,3,25
20180326,4.694579894938945,16.55240987832692,63.33617898802674,4.553996534777609,0.5460921254238938,2018,3,26
20180327,5.301344271620361,19.787249139226972,53.746622076805664,4.983056713644131,0.05943818190484669,2018,3,27
20180328,4.613734341327062,23.15778739916938,46.61447655452212,3.1481186053806476,0.1251010283414453,2018,3,28
20180329,1.3584072304480908,19.75952377543382,59.33134890293086,3.4778147576649894,1.5745762628225048,2018,3,29
20180330,1.1392274819797323,21.498217058958797,56.11659323705947,3.309647395627976,1.945323409074824,2018,3,30
20180331,4.7157643978377575,21.047488006079277,21.645707428841078,3.2042674746885593,0.6503221827338673,2018,3,31
20180401,4.847161011295942,21.449153853009232,57.670464236258304,4.423740566819715,0.12505045853766156,2018,4,1
20180402,6.156713461288214,24.48777015640801,38.914189023365346,4.774773677283796,0.08090701810999272,2018,4,2
20180403,7.80492000313894,22.371758424458903,42.55296824827223,7.927509819210801,0.09536357329704041,2018,4,3
20180404,2.690669624827752,21.423809059434856,49.57963565768323,3.112074771928682,1.5051577287989413,2018,4,4
20180405,5.408521496758843,22.269383528532234,63.64028991434154,3.370139591233032,0.07326193246068935,2018,4,5
20180406,5.352188156584356,17.639877110798878,56.83749146526671,5.30496644418138,0.26456371826295,2018,4,6
20180407,5.249069584367701,21.314500211363743,35.04762853598748,3.5737133121196676,0.3937420094993142,2018,4,7
20180408,5.345547361062688,23.06043031826394,48.82393251332696,3.163667552640555,0.034069566108402415,2018,4,8
20180409,6.66130163726326,26.804275613492067,52.89009986959171,4.306518576914567,0.005662741079089814,2018,4,9
20180410,4.852066433114863,22.105935331275816,61.499368353657395,3.2929500403106005,0.04743512820599441,2018,4,10
20180411,4.147070162104661,24.810900851461344,45.15676005761992,3.310139657836152,0.4793884811658028,2018,4,11
20180412,4.869714533334518,24.847261026845928,68.46973929543056,3.1625969061237535,0.023464090832032908,2018,4,12
20180413,6.098527567196651,24.616587552282795,68.60073361552506,3.1698673360634846,0.04084233324938766,2018,4,13
20180414,5.179128326590527,23.502393437535495,48.23476179393236,4.883744710842453,1.1619172269424913,2018,4,14
20180415,4.5694182148533935,25.80252560685243,50.28431479525756,4.664604956369162,0.6224965530270145,2018,4,15
20180416,5.180540081316165,23.015531102315137,38.470910953022674,3.55040002983877,0.18548917100284928,2018,4,16
20180417,6.749427216912439,24.12552285120399,54.989203696931895,4.067191779999223,0.016357845453263437,2018,4,17
20180418,6.605339155191517,25.720515391427803,49.35237377185045,5.579247788642784,0.6606049893327478,2018,4,18
20180419,4.102667115457106,23.76144181193468,44.660269914464926,4.949198292352015,1.5960948689184205,2018,4,19
20180420,5.854576293980987,22.583525915964845,32.001930000868654,3.1165918679033195,0.16779685769250804,2018,4,20
20180421,3.792214119242367,26.70213858658581,53.64946275973284,3.745850701502304,0.9862960172010183,2018,4,21
20180422,6.249927968265119,23.32169806991691,51.34884441077949,4.103810122848117,0.015592423083270902,2018,4,22
20180423,4.810310130786351,19.31072850352795,62.857313625956834,3.817085743575312,0.17791577234715877,2018,4,23
20180424,4.495622438601937,22.555255000368245,55.88136467956751,3.9795160634419293,0.35817787545756924,2018,4,24
20180425,6.313214095831857,24.65928775508688,43.33530644317019,3.0253145589959343,0.07532740882505075,2018,4,25
20180426,5.8459766750187345,25.317641263149678,64.02169802972155,4.64881652566085,0.1850109470967277,2018,4,26
20180427,5.100936538265385,24.48594381893577,55.5559212795954,3.6722295972199617,0.4748092433184508,2018,4,27
20180428,6.839466990490556,23.553718459010422,40.129843497114805,4.992966864705149,0.19808213107350783,2018,4,28
20180429,6.489408280067154,23.067658190110464,55.28914463309181,3.6211813123154295,0.03606790010976039,2018,4,29
20180430,5.982935248943351,27.646509580452985,54.231024244877254,4.132971302027382,0.11728815875642114,2018,4,30
20180501,5.662258373346221,27.93954039931675,48.58930474040094,3.1719335737057444,0.45487667007395594,2018,5,1
20180502,5.68298041381392,27.926787345460507,50.8387322927763,3.152583763847618,0.32222397660305097,2018,5,2
20180503,5.482346487790555,23.507818837915,40.490078214221626,3.567536386736693,0.25981043002430815,2018,5,3
20180504,3.656898597826478,23.141950152389803,52.0574306996218,3.1297904680627773,1.4670797276615364,2018,5,4
20180505,7.0740430446064355,26.558638376864604,37.9834871403679,3.142226015365303,0.23259645119431974,2018,5,5
20180506,4.6423426877845255,23.568375771827363,55.682660030599145,3.664482811139761,1.084283532993332,2018,5,6
20180507,6.832747673479739,25.574206178605536,45.89437312012223,3.152776095152616,0.015060793769414436,2018,5,7
20180508,5.96228535182239,24.931997041092398,46.40096285863579,3.9898853384916055,0.6759295801863033,2018,5,8
20180509,5.581872233296475,28.750639864351236,40.69525467708264,3.7254714192876284,1.2079336720383755,2018,5,9
20180510,5.364151036662581,22.07581248345746,48.959548884585814,4.225132257545811,0.6450557694634759,2018,5,10
20180511,6.719575535415834,25.316192414410533,41.63051727629677,4.071342451170045,0.10618629072905286,2018,5,11
20180512,6.945464023489515,26.745805918862292,36.49636548327535,4.3992502307188435,0.16737261450452665,2018,5,12
20180513,8.094118477238442,27.14821489644148,44.09423223657361,3.170806840828618,0.01523309472388448,2018,5,13
20180514,6.898297299295838,26.68056661779798,57.2608292083869,5.604805416653734,0.11452007661254186,2018,5,14
20180515,5.023817181687561,27.664085044124253,39.35868683329904,3.445055877829147,1.5195041465520833,2018,5,15
20180516,5.930299975531868,25.059858905817247,36.20829246729979,3.1845745820379006,0.9758631022575605,2018,5,16
20180517,6.846987389928416,30.923501315069622,56.40569495179691,3.9377976799167014,0.40585702776284815,2018,5,17
20180518,6.319959922169531,26.47594149425804,35.82605222858645,4.563972732807207,0.5875608801749206,2018,5,18
20180519,7.303404788628297,29.49557886821189,37.64981229574655,3.7986995601653275,0.0858593292346621,2018,5,19
20180520,6.40397774226571,29.978342626613042,60.50045834300828,5.543250704349749,0.8840169177529472,2018,5,20
20180521,7.549194581688153,27.762179993812268,41.18914428840888,6.74317705577036,0.3267937218793172,2018,5,21
20180522,6.314583166385544,26.46930902150011,35.23822551449895,3.7652454287046186,0.46532837082199713,2018,5,22
20180523,5.449205313596789,24.681203283784434,45.834845233115004,3.2110119109106874,0.6908900282454069,2018,5,23
20180524,6.252094283624258,27.385236034826452,46.322924920342295,5.409754161207994,1.129040095785503,2018,5,24
20180525,6.2663625476263904,23.992770876545066,38.72753776338356,3.305516317576283,0.06100798222015458,2018,5,25
20180526,6.692381241503578,27.60841488353373,57.20422389781251,5.094440189397508,0.6428951356384055,2018,5,26
20180527,6.695554012220248,27.440821930316396,39.409471130205034,3.3735515988196836,0.16143727348325115,2018,5,27
20180528,4.227513901984938,26.634419414284455,34.72614282426225,3.0218611613769655,1.407523701483965,2018,5,28
20180529,4.845709553255483,26.75327614598942,59.89482952890434,3.1267040276169924,0.4219632403258897,2018,5,29
20180530,5.7944824813823805,23.01605426220304,52.67325704250844,3.0027956636203994,0.08873389949563842,2018,5,30
20180531,7.426761403936792,27.50403361577783,54.27178539591277,3.2070646451296887,0.2578401094959835,2018,5,31
20180601,3.260544822222281,29.437477356515572,42.51853908752739,3.207426779624711,1.9363949068079744,2018,6,1
20180602,5.700177721604682,26.13788097469991,40.10077339749622,3.396076590550341,0.8572861507326037,2018,6,2
20180603,6.94758373236218,29.5281044628883,55.527388842210755,3.7650219331081347,0.4335556977968887,2018,6,3
20180604,5.391151649910456,30.21161583865269,47.370979884265765,3.1853159535666893,0.8081966180033343,2018,6,4
20180605,6.862992637713908,25.38313494184019,60.53826925465596,4.278123151845497,0.00948548475973575,2018,6,5
20180606,7.410813046359313,27.97202016682821,42.197345574601535,4.519520603816762,0.07144132778106116,2018,6,6
20180607,7.067051518430344,28.49414707556545,38.61196099095133,3.1653633160043473,0.012457655896467515,2018,6,7
20180608,7.653362631063048,29.256683028663378,34.86162884074055,3.890524165853588,0.1401339170610999,2018,6,8
20180609,9.254186363411053,28.543877423636886,44.91330428256453,9.322473446466965,0.41074841020506303,2018,6,9
20180610,7.607139594913502,30.316796003817032,52.36606926554799,3.046032055812458,0.06860280183993359,2018,6,10
20180611,8.302831029951657,29.55943450557298,40.472583641818225,5.4245768265516645,0.5076465813244968,2018,6,11
20180612,7.136022133855359,27.11414941972249,58.737852611373874,4.269822697803619,0.21882267690012946,2018,6,12
20180613,6.394564450011467,27.2041659086449,31.124098666092202,6.027449768949065,1.3235987897301973,2018,6,13
20180614,5.7593891492946385,30.788010664678026,37.75201665594301,3.044862141579923,1.3066734520701369,2018,6,14
20180615,9.022443602479152,27.512537730734447,27.75913706423209,4.768700770732455,0.011186364420306677,2018,6,15
20180616,9.626993185422688,29.654062250711412,38.52192451796178,6.307524742809824,0.12185748744936471,2018,6,16
20180617,2.332436581104291,27.519104447190134,55.80566178886211,3.1969024305986484,2.43595135264215,2018,6,17
20180618,6.903758645459844,26.92028433584959,44.605263997079774,3.1339794579612903,0.2489543866808359,2018,6,18
20180619,8.073129436357338,29.79297677587634,26.468753000522668,3.1068236657288355,0.1327642912034411,2018,6,19
20180620,7.858832913760476,25.85367920783091,37.06168013646641,4.123480864421175,0.5114721272051438,2018,6,20
20180621,6.152154733435282,28.642395541622644,51.35306166701131,3.328522253309044,0.294436151430148,2018,6,21
20180622,7.781200287121824,29.460538593055162,49.24878248344335,3.5238714006506737,0.31356148292991237,2018,6,22
20180623,6.815031815169655,25.020357546344997,28.99618990150221,3.4574790617092677,0.058285570879996494,2018,6,23
20180624,8.588086440637507,29.947580761677642,39.629673666430705,6.535228868364047,0.42236604366159497,2018,6,24
20180625,8.070802171044502,29.17952215371577,30.402727410465552,5.043374476091983,0.10740463712595306,2018,6,25
20180626,6.1887320339755565,27.958096973460744,41.397578281582376,3.023483543689101,0.44977468591071695,2018,6,26
20180627,7.890259621763265,28.79054372414716,40.6281176039746,7.954534855011152,0.8727269688242593,2018,6,27
20180628,8.0140361033048,28.440369632672894,49.70693759932897,3.087251743369082,0.0006327369307882813,2018,6,28
20180629,2.608498036254888,29.54008232576947,46.516741991280526,4.6624859259599285,2.34458854045243,2018,6,29
20180630,8.833058442542946,28.30442250676694,39.99991280750678,4.767394824557352,0.29830833104981497,2018,6,30
20180701,6.602814078976364,26.698432433902926,41.17875299707759,4.220670958999768,0.07031555663060388,2018,7,1
20180702,9.428715313961453,28.258121095049567,43.74741620653563,9.685727483191094,0.5411261265234935,2018,7,2
20180703,8.933153237162758,31.64842375474937,31.74462041917456,4.086576742076332,0.09077339987601463,2018,7,3
20180704,6.18685899994645,26.995730867471806,46.43173613894002,3.0776973189111723,0.6736023398655142,2018,7,4
20180705,7.246972346888057,28.6923358783517,48.622516186145226,4.537130807444949,0.19528394014106973,2018,7,5
20180706,5.8151041980738105,30.480560498649453,29.438449871303067,3.0238516781037745,1.0906354861352128,2018,7,6
20180707,6.754372417890667,27.249043419012438,23.155299523508372,3.7664406280748084,0.902935457212703,2018,7,7
20180708,6.835408081472629,27.615630560869313,44.934502711463615,3.6478914898718804,0.2856873657664461,2018,7,8
20180709,3.8980571923203797,27.325634018355988,45.490308901649634,3.758572136604826,2.172053401406853,2018,7,9
20180710,7.304847788580662,27.407078147519098,34.06941082870563,3.1996716366532665,0.23818710783500838,2018,7,10
20180711,2.8837609689780472,26.191458766474156,33.06132317987431,3.520446609933506,1.9268385762729678,2018,7,11
20180712,7.722419895109287,29.60560886444087,26.724740927325094,4.024860533616628,0.5206517902263662,2018,7,12
20180713,6.80043370473966,26.47755390821362,38.845916040003125,5.126811642982971,1.0194050199920643,2018,7,13
20180714,8.010281832176311,25.274389016734474,33.548523948728345,4.960081796654756,0.09004965913993958,2018,7,14
20180715,8.17818319068237,30.645773709485947,45.244308377132555,4.209818581973009,0.09161440204148176,2018,7,15
20180716,7.186529255730766,26.026193334822068,31.756580926399394,3.7112803117243787,0.5363388367175675,2018,7,16
20180717,7.537869299551046,23.74032349107811,39.98858020356831,4.401533527846879,0.3939229684272418,2018,7,17
20180718,7.790277769220138,28.658238551283823,36.71593248158331,3.1016410652542663,0.05977864352133111,2018,7,18
20180719,6.914813787251338,28.94236806622411,49.80338315828868,3.5148039375751186,0.6014333462260784,2018,7,19
20180720,6.486768419331913,26.092056779228884,41.127859843005766,3.2443233464445314,0.18015203824481776,2018,7,20
20180721,4.936055937425512,25.179369108708627,61.2734765831956,4.587649261964464,1.4361483653213853,2018,7,21
20180722,6.363053995179827,27.565423899262218,54.15366812109393,3.1080823787022016,0.14129941926883197,2018,7,22
20180723,5.30609497275878,28.551149965470927,42.052293314275104,3.3930238517968645,1.1364366945237825,2018,7,23
20180724,5.469943899593134,22.684984463403477,40.87096292169681,3.496807352687945,0.5770933101623144,2018,7,24
20180725,6.434812916349182,28.75982186970663,16.63432173304031,4.734298964470687,0.7267827110122485,2018,7,25
20180726,7.138904367752569,27.746238718360832,50.0726853248904,4.1399079429206305,0.40777658662140165,2018,7,26
20180727,2.5535334729733594,26.269815050822526,46.35942606937995,4.010309707267249,2.356404936082484,2018,7,27
20180728,6.824215957103427,27.134817502470828,60.45866754319799,3.679585886207596,0.23583304214014172,2018,7,28
20180729,7.22209630533732,28.376590153295684,37.70269000151738,4.198614341305721,0.45767967027340506,2018,7,29
20180730,7.183004277941449,27.590090810535784,44.62333173957545,3.3326640917726085,0.15555263356518645,2018,7,30
20180731,5.0988972103265455,28.35128393772241,50.67603785909203,3.0648341794947584,0.5090006339419643,2018,7,31
20180801,3.4848969511493686,25.105793429021865,25.054982957940908,3.4649670225352236,1.7629271236715829,2018,8,1
20180802,7.350833030130357,25.69410391892943,32.799080186313645,3.88310761202783,0.0031753326846423804,2018,8,2
20180803,7.884587791056649,23.583483262342046,38.82083815564259,4.803690203934842,0.31164116565942174,2018,8,3
20180804,7.417101520285744,27.069502220300016,37.57872423108796,3.1625528291887557,0.17007893320970716,2018,8,4
20180805,5.287067065625568,25.54927623108138,44.87391254202467,3.002248942708794,0.6182661538452175,2018,8,5
20180806,7.108918906808516,21.054126331748506,34.371855275178675,4.608600229686099,0.21401282265373303,2018,8,6
20180807,4.688661698181986,27.04905819403607,54.7361528891203,4.735443281062655,1.238595554633133,2018,8,7
20180808,7.021453121318163,24.40325078074043,54.605285203164854,3.0100398266637036,0.16002145407237578,2018,8,8
20180809,6.021922700466862,21.98005538900695,43.973188646178066,5.446835774181473,0.6792513227918375,2018,8,9
20180810,4.616290033816237,23.65358288582174,50.09133103202389,3.008750854738495,0.8164928819407585,2018,8,10
20180811,1.8937802230509382,21.005861878949347,44.56201142679598,3.385488630013258,2.405209655293388,2018,8,11
20180812,7.478979146776578,24.412531132367125,57.64565723535739,4.97744777458376,0.021909343563554784,2018,8,12
20180813,5.518619864988527,26.912455434719757,54.29050448704971,3.157849050243461,0.004075050484708182,2018,8,13
20180814,4.35866798136653,25.22797300469609,55.64558342606654,3.2784906648006977,0.3850473973262321,2018,8,14
20180815,6.020724928302491,28.339719496284577,49.24250222398841,3.3993944947101307,0.7368176510670342,2018,8,15
20180816,6.673808395816342,24.20849397450683,43.683197674957285,4.678680797879128,0.13963853229356452,2018,8,16
20180817,6.187515671824261,20.97899500241797,54.3087646717287,3.1605723145739577,0.03579277542910537,2018,8,17
20180818,5.1403199366041115,25.673118580072213,44.80392120777792,4.431166896972544,1.0767327006338285,2018,8,18
20180819,6.0044534782432635,23.411234710557558,50.87812138087243,3.903727362252547,0.3582635730931036,2018,8,19
20180820,4.721526235322396,25.612146352552106,48.615017191103426,3.13205750488537,0.4976405706344246,2018,8,20
20180821,4.8596100276010255,23.123584323952585,69.98117695477659,5.394817168539166,0.6514851041913792,2018,8,21
20180822,6.3623095712097575,21.87410084880524,43.63971586344945,3.0132539667504354,0.194642848638571,2018,8,22
20180823,3.3559711210510597,20.648575015522965,64.72964865197275,3.570490417671303,0.730403025587258,2018,8,23
20180824,5.101837837706462,23.59907782824296,52.442668121965696,3.6648510605574947,0.21501138899581773,2018,8,24
20180825,7.358036097991781,23.495071752249654,40.29674363502207,6.482221433765028,0.26126410394107374,2018,8,25
20180826,4.0300248945861785,22.868256110049202,58.38447567785517,3.3311717709771753,0.5863477534013452,2018,8,26
20180827,5.079282707157459,19.049737876595785,55.54231332823795,4.7382734141074385,0.44651866848012006,2018,8,27
20180828,4.800812258653733,23.418484098723194,60.4820420675496,4.505601465285746,0.3062127640262543,2018,8,28
20180829,4.318754421359163,23.82655802472206,49.21735832662379,3.0653407894642624,0.6511021666579063,2018,8,29
20180830,5.304382029053629,26.328813425639197,54.29117386146941,3.8846405319981443,0.13917529363663733,2018,8,30
20180831,4.1362576438101355,22.321258627505507,58.26155639612091,4.422339750087497,0.7392104753011819,2018,8,31
20180901,5.1252981917377145,25.132802049292945,53.053925401677716,3.427836795940322,0.4190919491699579,2018,9,1
20180902,3.0952430910391198,20.64423453335681,44.45363035155816,3.092404828787731,0.9416710546234562,2018,9,2
20180903,4.973854487438988,23.19517927900894,42.96542031458119,3.014898627796628,0.035060209122309414,2018,9,3
20180904,2.095625252735536,21.362038397122667,60.29816651664003,4.883883866071519,1.952368948683455,2018,9,4
20180905,5.448810360600977,22.08207473792616,38.64955678892962,4.1399267575747905,0.028206756038443765,2018,9,5
20180906,4.70060571079449,22.582451605955136,67.7229608191881,4.165547459355684,0.23633025403350527,2018,9,6
20180907,4.914455181348603,20.010502092360394,49.45157309115319,3.3831626818834635,0.31205196114927364,2018,9,7
20180908,2.9789356458219967,19.81883669742205,48.70982754574133,3.6151693410301267,1.6261895464559255,2018,9,8
20180909,4.376955239116811,20.013917379840063,44.241925858888436,3.5065366524143826,0.7300604318135053,2018,9,9
20180910,3.4932799216868125,18.32466364445814,53.94857071506124,4.425800133431987,0.6305813635505834,2018,9,10
20180911,7.4197077523880095,21.35470304842802,68.12349900890388,8.726580138114564,0.06856241458675406,2018,9,11
20180912,5.02851481946691,20.150026209390912,52.38993818477111,3.6856114701548566,0.14093015103595696,2018,9,12
20180913,5.586706803136434,23.03814799239597,52.09285279072692,3.683829934531681,0.19449329717319608,2018,9,13
20180914,3.806483919626886,18.604929150748646,45.760654474790556,3.0133569541370724,0.38894426180459507,2018,9,14
20180915,4.480816421835894,21.863670542601422,62.82172916474356,3.101443846513305,0.5636097096096079,2018,9,15
20180916,4.763145608234346,21.889762356887925,51.45210306432613,3.6676289730118823,0.24548362865720022,2018,9,16
20180917,3.718960103727947,20.81885295744896,72.86758769212715,3.383788252137706,0.7483967815450652,2018,9,17
20180918,3.2959320558230165,17.23090220661102,65.6474790291427,3.254723969708774,0.31966756457342,2018,9,18
20180919,2.125247562907598,23.31749757939355,77.84682767732038,3.723526326812878,0.7798679615522983,2018,9,19
20180920,5.761873714049343,21.144704821845593,59.600890698402296,5.6626337643604945,0.3359409341430141,2018,9,20
20180921,4.34097382516612,20.112923026457985,72.83172661038122,4.052178082228667,0.03096216479561033,2018,9,21
